Source Name,Source Type,Tier 1,Tier 2,Tier 3,Population Index,overlap_uniques
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Age,55 - 64,1.81,373
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Age,65+,1.4,421
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Education,> Other,2.08,630
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Education,> Post Grad,0.97,490
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Education,> Secondary,1.04,312
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Education,> University,1.34,690
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Education,> Vocational,1.32,271
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Employment Status,Employed,2.2,"1,402"
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Employment Status,Student,0.85,572
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Employment Status,Unemployed,1.49,159
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Gender,Female,0.96,967
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Gender,Male,1.34,"1,367"
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.85,96
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Relationship Status,Married,1.79,"1,408"
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Relationship Status,Single,0.81,790
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Social Class,AB,0.63,281
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Social Class,C1,0.56,160
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Social Class,C2,0.72,164
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Demographics,Social Class,D,1.47,219
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Automotive,,0.58,143
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Education,,1.06,375
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Family & Parenting,,0.85,93
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Food & Drink,,1.67,938
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Health & Fitness,,1.17,516
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Hobbies & Interests,,1.93,856
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Home & Garden,,1.43,327
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,0.97,479
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,News,,1.62,214
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Personal Finance,,4.2,831
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Pets,,0.6,80
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Real Estate,,1.59,134
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Religion & Spirituality,,0.89,124
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Science,,0.82,58
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Shopping,,3.37,"2,468"
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Society,,1.59,218
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Sports,,2.63,"1,118"
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Style & Fashion,,1.59,173
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Technology & Computing,,1.25,725
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Site Visitors,Travel,,7.61,"3,052"
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Content Sharers,Arts & Entertainment,,1.19,13
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Arts & Entertainment,,0.33,38
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Automotive,,0.12,2
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Business,,0.41,25
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Education,,0.23,10
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Family & Parenting,,0.06,3
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Food & Drink,,0.98,99
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Health & Fitness,,0.19,10
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Hobbies & Interests,,1.48,55
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Home & Garden,,0.72,31
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.15,8
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,News,,0.26,3
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Personal Finance,,0.48,8
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Pets,,0.27,5
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Real Estate,,0.35,4
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Religion & Spirituality,,0.5,8
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Science,,0.09,1
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Shopping,,0.54,42
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Society,,0.15,2
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Sports,,0.95,73
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Technology & Computing,,0.27,13
ADV_TheJockeyClub_CheltenhamFestival_Rightsholder_UK_PB_ - 22033,Pixel-Firings,Engagers,Travel,,12.22,508
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Age,18 - 24,0.8,405
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Age,25 - 34,1.49,"1,114"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Age,35 - 44,1.8,"1,017"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Age,45 - 54,2.57,"1,031"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Age,55 - 64,1.71,624
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Age,65+,1.06,560
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Education,> Other,2.36,"1,266"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Education,> Post Grad,0.62,560
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Education,> Secondary,1.17,619
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Education,> University,1.09,991
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Education,> Vocational,1.24,447
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Employment Status,Employed,1.9,"2,137"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Employment Status,Student,1.04,"1,230"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Employment Status,Unemployed,2.27,428
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Gender,Female,1.38,"2,450"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Gender,Male,0.9,"1,624"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.57,114
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Relationship Status,Married,1.67,"2,331"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Relationship Status,Single,0.84,"1,452"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Social Class,AB,0.33,265
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Social Class,C1,0.49,248
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Social Class,C2,0.78,316
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Demographics,Social Class,D,1.38,367
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Automotive,,0.7,171
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Education,,0.9,317
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Family & Parenting,,1.39,153
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Food & Drink,,1.19,668
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Health & Fitness,,2.29,"1,011"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Hobbies & Interests,,1.18,525
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Home & Garden,,2.65,606
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,0.88,432
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,News,,0.78,103
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Personal Finance,,2.5,494
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Pets,,1.09,145
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Real Estate,,2.47,208
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Religion & Spirituality,,0.76,105
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Science,,0.94,66
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Shopping,,1.91,"1,400"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Society,,1.46,200
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Sports,,2.97,"1,266"
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Style & Fashion,,4.62,502
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Technology & Computing,,1.21,701
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Site Visitors,Travel,,1.82,729
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Content Sharers,Arts & Entertainment,,0.88,7
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Arts & Entertainment,,0.94,44
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Business,,1.57,39
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Education,,0.28,5
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Family & Parenting,,0.19,4
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Food & Drink,,1.17,48
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Health & Fitness,,0.89,19
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Hobbies & Interests,,1.07,16
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Home & Garden,,3.38,59
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.28,6
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Shopping,,1.94,61
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Sports,,1.22,38
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Technology & Computing,,0.47,9
ADV_Thomas Cook_Travel_UK_CP - 24506,Pixel-Firings,Engagers,Travel,,0.77,13
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Age,18 - 24,1.15,"7,953"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Age,25 - 34,2.14,"21,884"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Age,35 - 44,2.28,"17,568"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Age,45 - 54,2.5,"13,688"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Age,55 - 64,1.54,"7,630"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Age,65+,1.01,"7,296"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Education,> Other,2.57,"18,763"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Education,> Post Grad,0.77,"9,397"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Education,> Secondary,1.28,"9,192"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Education,> University,1.43,"17,749"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Education,> Vocational,1.18,"5,816"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Employment Status,Employed,2.18,"33,422"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Employment Status,Student,1.17,"18,846"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Employment Status,Unemployed,2.77,"7,107"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Gender,Female,1.48,"35,933"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Gender,Male,0.86,"21,025"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Relationship Status,Co-habiting,1.26,"3,437"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Relationship Status,Married,1.67,"31,607"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Relationship Status,Single,0.9,"21,214"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Social Class,AB,0.37,"3,966"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Social Class,C1,0.59,"4,065"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Social Class,C2,0.98,"5,413"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Social Class,D,2.23,"8,064"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Demographics,Social Class,E,3.74,174
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Automotive,,0.78,"2,900"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Education,,0.96,"5,134"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Family & Parenting,,1.67,"2,787"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Food & Drink,,1.35,"11,512"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Health & Fitness,,2.64,"17,645"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Hobbies & Interests,,1.23,"8,267"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Home & Garden,,2.91,"10,039"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,1,"7,417"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,News,,0.86,"1,731"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Personal Finance,,2.16,"6,459"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Pets,,1.18,"2,381"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Real Estate,,2.44,"3,117"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Religion & Spirituality,,0.7,"1,481"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Science,,1.23,"1,316"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Shopping,,2.01,"22,312"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Society,,2.14,"4,442"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Sports,,3.1,"19,989"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Style & Fashion,,5.62,"9,245"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Technology & Computing,,1.35,"11,821"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Site Visitors,Travel,,1.85,"11,257"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Arts & Entertainment,,0.65,85
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Automotive,,1.27,12
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Business,,1.25,82
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Education,,0.33,16
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Family & Parenting,,1.26,15
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Food & Drink,,0.79,74
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Health & Fitness,,1.69,89
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Hobbies & Interests,,0.63,24
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Home & Garden,,2.13,43
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,"Law, Gov't and Politics",,0.38,24
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Personal Finance,,1.27,25
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Pets,,0.62,9
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Religion & Spirituality,,0.15,4
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Shopping,,1.09,97
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Society,,1.55,23
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Sports,,3.39,89
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Technology & Computing,,0.96,52
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Content Sharers,Travel,,0.91,40
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Arts & Entertainment,,0.72,699
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Automotive,,0.92,129
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Business,,1.51,776
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Education,,0.57,210
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Family & Parenting,,0.25,110
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Food & Drink,,1.72,"1,458"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Health & Fitness,,1.12,493
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Hobbies & Interests,,0.6,184
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Home & Garden,,3.71,"1,339"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,"Law, Gov't and Politics",,0.51,225
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,News,,0.87,85
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Personal Finance,,2.02,282
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Pets,,0.7,108
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Real Estate,,1.5,144
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Religion & Spirituality,,0.52,70
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Science,,0.32,29
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Shopping,,1.66,"1,078"
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Society,,0.99,111
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Sports,,1.06,684
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Style & Fashion,,0.77,43
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Technology & Computing,,0.46,183
ADV_Thomas Cook_Travel_UK_HP - 24505,Pixel-Firings,Engagers,Travel,,0.91,315
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Age,18 - 24,0.8,406
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Age,25 - 34,1.49,"1,114"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Age,35 - 44,1.8,"1,016"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Age,45 - 54,2.56,"1,029"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Age,55 - 64,1.71,624
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Age,65+,1.06,560
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Education,> Other,2.36,"1,264"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Education,> Post Grad,0.63,560
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Education,> Secondary,1.18,621
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Education,> University,1.09,991
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Education,> Vocational,1.24,447
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Employment Status,Employed,1.9,"2,135"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Employment Status,Student,1.04,"1,229"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Employment Status,Unemployed,2.27,428
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Gender,Female,1.38,"2,448"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Gender,Male,0.9,"1,626"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Relationship Status,Co-habiting,0.56,113
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Relationship Status,Married,1.67,"2,328"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Relationship Status,Single,0.84,"1,452"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Social Class,AB,0.33,264
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Social Class,C1,0.49,247
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Social Class,C2,0.78,316
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Demographics,Social Class,D,1.39,367
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,Automotive,,0.7,171
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,Education,,0.89,316
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,Family & Parenting,,1.4,154
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,Food & Drink,,1.19,667
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,Health & Fitness,,2.28,"1,008"
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,Hobbies & Interests,,1.18,524
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,Home & Garden,,2.65,603
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,"Law, Gov't and Politics",,0.88,431
ADV_ThomasCook_NEW_CP - 32051,Pixel-Firings,Site Visitors,News,,0.78,103
